title,author,date,views,likes,link,categoria,grupo
A simple solution to the coming phosphorus crisis,Mohamed Hijri,October 2013,679000,20000,https://ted.com/talks/mohamed_hijri_a_simple_solution_to_the_coming_phosphorus_crisis,0,73
Why we should invest in a free press,Sasa Vucinic,July 2005,686000,20000,https://ted.com/talks/sasa_vucinic_why_we_should_invest_in_a_free_press,0,74
A drone's-eye view of conservation,Lian Pin Koh,June 2013,673000,20000,https://ted.com/talks/lian_pin_koh_a_drone_s_eye_view_of_conservation,0,75
Saving faces: A facial surgeon's craft,Iain Hutchison,July 2010,670000,20000,https://ted.com/talks/iain_hutchison_saving_faces_a_facial_surgeon_s_craft,0,76
Mind-blowing stage sculptures that fuse music and technology,Es Devlin,April 2019,673000,20000,https://ted.com/talks/es_devlin_mind_blowing_stage_sculptures_that_fuse_music_and_technology,0,77
My father the forger,Sarah Kaminsky,January 2010,678000,20000,https://ted.com/talks/sarah_kaminsky_my_father_the_forger,0,78
"Great design is serious, not solemn",Paula Scher,May 2008,682000,20000,https://ted.com/talks/paula_scher_great_design_is_serious_not_solemn,0,79
Play! Experiment! Discover!,Kary Mullis,February 2002,691000,20000,https://ted.com/talks/kary_mullis_play_experiment_discover,0,80
5 ways to create stronger connections,Robert Reffkin,February 2020,681000,20000,https://ted.com/talks/robert_reffkin_5_ways_to_create_stronger_connections,0,81
How common threats can make common (political) ground,Jonathan Haidt,December 2012,690000,20000,https://ted.com/talks/jonathan_haidt_how_common_threats_can_make_common_political_ground,0,82
"Meet BRCK, Internet access built for Africa",Juliana Rotich,June 2013,690000,20000,https://ted.com/talks/juliana_rotich_meet_brck_internet_access_built_for_africa,0,83
Back to the future (of 1994),Danny Hillis,February 1994,699000,20000,https://ted.com/talks/danny_hillis_back_to_the_future_of_1994,0,84
Why we're storing billions of seeds,Jonathan Drori,February 2009,676000,20000,https://ted.com/talks/jonathan_drori_why_we_re_storing_billions_of_seeds,0,85
The hidden treasures of Timbuktu,Elizabeth Cox,October 2020,670000,20000,https://ted.com/talks/elizabeth_cox_the_hidden_treasures_of_timbuktu,0,86
The new reality of fashion is digital,Gala Marija Vrbanic,December 2021,669000,20000,https://ted.com/talks/gala_marija_vrbanic_the_new_reality_of_fashion_is_digital,0,87
A call to reinvent liberal arts education,Liz Coleman,February 2009,691000,20000,https://ted.com/talks/liz_coleman_a_call_to_reinvent_liberal_arts_education,0,88
The attitudes that sparked Arab Spring,Dalia Mogahed,April 2012,678000,20000,https://ted.com/talks/dalia_mogahed_the_attitudes_that_sparked_arab_spring,0,89
Pop culture in the Arab world,Shereen El Feki,July 2009,678000,20000,https://ted.com/talks/shereen_el_feki_pop_culture_in_the_arab_world,0,90
Is there a limit to technological progress?,Clément Vidal,December 2016,678000,20000,https://ted.com/talks/clement_vidal_is_there_a_limit_to_technological_progress,0,91
How to keep rivers and streams flowing,Rob Harmon,November 2010,695000,20000,https://ted.com/talks/rob_harmon_how_to_keep_rivers_and_streams_flowing,0,92
4 ways to redefine power at work to include women of color,Rha Goddess and Deepa Purushothaman,December 2021,678000,20000,https://ted.com/talks/rha_goddess_and_deepa_purushothaman_4_ways_to_redefine_power_at_work_to_include_women_of_color,0,93
Software (as) art,Golan Levin,February 2004,675000,20000,https://ted.com/talks/golan_levin_software_as_art,0,94
The strange history of the world's most stolen painting,Noah Charney,December 2020,698000,20000,https://ted.com/talks/noah_charney_the_strange_history_of_the_world_s_most_stolen_painting,0,95
Got millet? How marketing could improve the lives of African farmers,Zoë Karl-Waithaka,September 2021,667000,20000,https://ted.com/talks/zoe_karl_waithaka_got_millet_how_marketing_could_improve_the_lives_of_african_farmers,0,96
Global ethic vs. national interest,Gordon Brown,July 2009,671000,20000,https://ted.com/talks/gordon_brown_global_ethic_vs_national_interest,0,97
Could human civilization spread across the whole galaxy?,Roey Tzezana,September 2016,673000,20000,https://ted.com/talks/roey_tzezana_could_human_civilization_spread_across_the_whole_galaxy,0,98
The science of symmetry,Colm Kelleher,May 2014,667000,20000,https://ted.com/talks/colm_kelleher_the_science_of_symmetry,0,99
The case of the missing fractals,Alex Rosenthal and George Zaidan,April 2014,697000,20000,https://ted.com/talks/alex_rosenthal_and_george_zaidan_the_case_of_the_missing_fractals,0,100
How octopuses battle each other,Greg Gage,June 2018,690000,20000,https://ted.com/talks/greg_gage_how_octopuses_battle_each_other,0,1
The technology of touch,Katherine Kuchenbecker,November 2012,683000,20000,https://ted.com/talks/katherine_kuchenbecker_the_technology_of_touch,0,2
How do investors choose stocks?,Richard Coffin,November 2020,674000,20000,https://ted.com/talks/richard_coffin_how_do_investors_choose_stocks,0,3
First person vs. Second person vs. Third person,Rebekah Bergman,June 2020,673000,20000,https://ted.com/talks/rebekah_bergman_first_person_vs_second_person_vs_third_person,0,4
The secret messages of Viking runestones,Jesse Byock,February 2020,679000,20000,https://ted.com/talks/jesse_byock_the_secret_messages_of_viking_runestones,0,5
Glowing life in an underwater world,Edith Widder,April 2010,697000,20000,https://ted.com/talks/edith_widder_glowing_life_in_an_underwater_world,0,6
The science of scent,Luca Turin,February 2005,671000,20000,https://ted.com/talks/luca_turin_the_science_of_scent,0,7
"Why is Aristophanes called ""The Father of Comedy""?",Mark Robinson,August 2018,677000,20000,https://ted.com/talks/mark_robinson_why_is_aristophanes_called_the_father_of_comedy,0,8
What your designs say about you,Sebastian Deterding,November 2011,681000,20000,https://ted.com/talks/sebastian_deterding_what_your_designs_say_about_you,0,9
Home renters are powerless. Here's how to fix that,Yale Fox,September 2016,670000,20000,https://ted.com/talks/yale_fox_home_renters_are_powerless_here_s_how_to_fix_that,0,10
The future of cars,Larry Burns,February 2005,668000,20000,https://ted.com/talks/larry_burns_the_future_of_cars,0,11
Digital humans that look just like us,Doug Roble,April 2019,697000,20000,https://ted.com/talks/doug_roble_digital_humans_that_look_just_like_us,0,12
6 ways to improve your relationship with money,Thasunda Duckett,January 2020,697000,20000,https://ted.com/talks/thasunda_duckett_6_ways_to_improve_your_relationship_with_money,0,13
Take back your city with paint,Edi Rama,May 2012,668000,20000,https://ted.com/talks/edi_rama_take_back_your_city_with_paint,0,14
The music wars,David Pogue,March 2007,691000,20000,https://ted.com/talks/david_pogue_the_music_wars,0,15
How spectroscopy could reveal alien life,Garik Israelian,July 2009,674000,20000,https://ted.com/talks/garik_israelian_how_spectroscopy_could_reveal_alien_life,0,16
Can you outsmart a troll (by thinking like one)?,Claire Wardle,October 2020,666000,20000,https://ted.com/talks/claire_wardle_can_you_outsmart_a_troll_by_thinking_like_one,0,17
Physics is fun to imagine,Richard Feynman,July 1983,690000,20000,https://ted.com/talks/richard_feynman_physics_is_fun_to_imagine,0,18
The economic injustice of plastic,Van Jones,November 2010,696000,20000,https://ted.com/talks/van_jones_the_economic_injustice_of_plastic,0,19
How sleep affects your emotions,Matt Walker,August 2020,645000,19000,https://ted.com/talks/matt_walker_how_sleep_affects_your_emotions,0,20
Inside an Antarctic time machine,Lee Hotz,July 2010,641000,19000,https://ted.com/talks/lee_hotz_inside_an_antarctic_time_machine,0,21
How do focus groups work?,Hector Lanz,April 2017,661000,19000,https://ted.com/talks/hector_lanz_how_do_focus_groups_work,0,22
Discovering ancient climates in oceans and ice,Rob Dunbar,April 2010,657000,19000,https://ted.com/talks/rob_dunbar_discovering_ancient_climates_in_oceans_and_ice,0,23
Why women stay silent after sexual assault,Inés Hercovich,September 2015,653000,19000,https://ted.com/talks/ines_hercovich_why_women_stay_silent_after_sexual_assault,0,24
How do blood transfusions work?,Bill Schutt,February 2020,653000,19000,https://ted.com/talks/bill_schutt_how_do_blood_transfusions_work,0,25
A supercharged motorcycle design,Yves Béhar,February 2009,642000,19000,https://ted.com/talks/yves_behar_a_supercharged_motorcycle_design,0,26
The science of sex,Pere Estupinyà,October 2016,649000,19000,https://ted.com/talks/pere_estupinya_the_science_of_sex,0,27
The power of appreciation ,Mike Robbins,September 2013,653000,19000,https://ted.com/talks/mike_robbins_the_power_of_appreciation,0,28
Can we domesticate germs?,Paul Ewald,March 2007,653000,19000,https://ted.com/talks/paul_ewald_can_we_domesticate_germs,0,29
"Archaeology, animal photography, BBQ ...",Nathan Myhrvold,March 2007,635000,19000,https://ted.com/talks/nathan_myhrvold_archaeology_animal_photography_bbq,0,30
Evolution's great mystery: Language,Michael Corballis,August 2020,648000,19000,https://ted.com/talks/michael_corballis_evolution_s_great_mystery_language,0,31
Can home cooking change the world?,Gastón Acurio,April 2018,657000,19000,https://ted.com/talks/gaston_acurio_can_home_cooking_change_the_world,0,32
The story behind the Mars Rovers,Charles Elachi,May 2008,655000,19000,https://ted.com/talks/charles_elachi_the_story_behind_the_mars_rovers,0,33
Technology crafts for the digitally underserved,Vinay Venkatraman,April 2012,648000,19000,https://ted.com/talks/vinay_venkatraman_technology_crafts_for_the_digitally_underserved,0,34
Health and the human mind,Marvin Minsky,February 2003,639000,19000,https://ted.com/talks/marvin_minsky_health_and_the_human_mind,0,35
"Why is there a ""b"" in doubt?",Gina Cooke,December 2012,640000,19000,https://ted.com/talks/gina_cooke_why_is_there_a_b_in_doubt,0,36
The gift of words,Javed Akhtar,December 2017,663000,19000,https://ted.com/talks/javed_akhtar_the_gift_of_words,0,37
How burnout makes us less creative,Rahaf Harfoush,December 2019,651000,19000,https://ted.com/talks/rahaf_harfoush_how_burnout_makes_us_less_creative,0,38
Demand a fair trade cell phone,Bandi Mbubi,April 2012,645000,19000,https://ted.com/talks/bandi_mbubi_demand_a_fair_trade_cell_phone,0,39
Using tech to enable dreaming,Shilo Shiv Suleman,December 2011,633000,19000,https://ted.com/talks/shilo_shiv_suleman_using_tech_to_enable_dreaming,0,40
Who was the world's first author?,Soraya Field Fiorio,March 2020,665000,19000,https://ted.com/talks/soraya_field_fiorio_who_was_the_world_s_first_author,0,41
The real reason why mosquitoes buzz,Greg Gage,June 2018,634000,19000,https://ted.com/talks/greg_gage_the_real_reason_why_mosquitoes_buzz,0,42
How one of the most profitable companies in history rose to power,Adam Clulow,December 2021,635000,19000,https://ted.com/talks/adam_clulow_how_one_of_the_most_profitable_companies_in_history_rose_to_power,0,43
Sloths! The strange life of the world's slowest mammal,Lucy Cooke,November 2018,640000,19000,https://ted.com/talks/lucy_cooke_sloths_the_strange_life_of_the_world_s_slowest_mammal,0,44
Sustainable seafood? Let's get smart,Barton Seaver,April 2010,635000,19000,https://ted.com/talks/barton_seaver_sustainable_seafood_let_s_get_smart,0,45
What a bike ride can teach you,Shimon Schocken,April 2010,635000,19000,https://ted.com/talks/shimon_schocken_what_a_bike_ride_can_teach_you,0,46
Take Turns,Gary Lauder,February 2010,646000,19000,https://ted.com/talks/gary_lauder_take_turns,0,47
"Thorium, an alternative nuclear fuel",Kirk Sorensen,April 2011,650000,19000,https://ted.com/talks/kirk_sorensen_thorium_an_alternative_nuclear_fuel,0,48
Hedonistic sustainability,Bjarke Ingels,May 2011,663000,19000,https://ted.com/talks/bjarke_ingels_hedonistic_sustainability,0,49
Can you outsmart the slippery slope fallacy?,Elizabeth Cox,August 2021,649000,19000,https://ted.com/talks/elizabeth_cox_can_you_outsmart_the_slippery_slope_fallacy,0,50
Why aren't we only using solar power?,Alexandros Charalambides,June 2014,650000,19000,https://ted.com/talks/alexandros_charalambides_why_aren_t_we_only_using_solar_power,0,51
How do schools of fish swim in harmony?,Nathan S. Jacobs,March 2016,643000,19000,https://ted.com/talks/nathan_s_jacobs_how_do_schools_of_fish_swim_in_harmony,0,52
The quest for the coronavirus vaccine,Seth Berkley,March 2020,635000,19000,https://ted.com/talks/seth_berkley_the_quest_for_the_coronavirus_vaccine,0,53
¿Cómo podríamos viajar más rápido que la velocidad de la luz?,Miguel Alcubierre,September 2015,644000,19000,https://ted.com/talks/miguel_alcubierre_como_podriamos_viajar_mas_rapido_que_la_velocidad_de_la_luz,0,54
What's a smartphone made of?,Kim Preshoff,October 2018,664000,19000,https://ted.com/talks/kim_preshoff_what_s_a_smartphone_made_of,0,55
A choir as big as the Internet,Eric Whitacre,March 2010,635000,19000,https://ted.com/talks/eric_whitacre_a_choir_as_big_as_the_internet,0,56
How I taught rats to sniff out land mines,Bart Weetjens,June 2010,642000,19000,https://ted.com/talks/bart_weetjens_how_i_taught_rats_to_sniff_out_land_mines,0,57
Finding life we can't imagine,Christoph Adami,February 2011,662000,19000,https://ted.com/talks/christoph_adami_finding_life_we_can_t_imagine,0,58
The day I turned down Tim Berners-Lee,Ian Ritchie,July 2011,655000,19000,https://ted.com/talks/ian_ritchie_the_day_i_turned_down_tim_berners_lee,0,59
Ancient wonders captured in 3D,Ben Kacyra,July 2011,646000,19000,https://ted.com/talks/ben_kacyra_ancient_wonders_captured_in_3d,0,60
How to read a dog's body language,Barbara Sherman,April 2017,658000,19000,https://ted.com/talks/barbara_sherman_how_to_read_a_dog_s_body_language,0,61
How light technology is changing medicine,Sajan Saini,June 2019,634000,19000,https://ted.com/talks/sajan_saini_how_light_technology_is_changing_medicine,0,62
Dead stuff: The secret ingredient in our food chain,John C. Moore and Eric Berlow,March 2014,666000,19000,https://ted.com/talks/john_c_moore_and_eric_berlow_dead_stuff_the_secret_ingredient_in_our_food_chain,0,63
My wish: Find the next Einstein in Africa,Neil Turok,February 2008,636000,19000,https://ted.com/talks/neil_turok_my_wish_find_the_next_einstein_in_africa,0,64
Building uniqueness,Moshe Safdie,March 2002,635000,19000,https://ted.com/talks/moshe_safdie_building_uniqueness,0,65
Dragonflies that fly across oceans,Charles Anderson,November 2009,637000,19000,https://ted.com/talks/charles_anderson_dragonflies_that_fly_across_oceans,0,66
A leap from the edge of space,Steve Truglia,July 2009,636000,19000,https://ted.com/talks/steve_truglia_a_leap_from_the_edge_of_space,0,67
What makes a language... a language?,Martin Hilpert,September 2021,655000,19000,https://ted.com/talks/martin_hilpert_what_makes_a_language_a_language,0,68
Why light needs darkness,Rogier van der Heide,October 2010,652000,19000,https://ted.com/talks/rogier_van_der_heide_why_light_needs_darkness,0,69
Are we filtering the wrong microbes?,Jessica Green,July 2011,664000,19000,https://ted.com/talks/jessica_green_are_we_filtering_the_wrong_microbes,0,70
